frame_000000,1,27.71924,321.2513,248.16345,642.8357,0.97564155
frame_000000,0,1004.6615,197.35179,1059.9567,363.29803,0.9616383
frame_000000,0,1213.5094,197.13525,1263.6162,342.61588,0.8244688
frame_000000,0,928.83704,207.53172,1005.48975,416.60083,0.809747
frame_000000,0,11.146806,196.71634,73.04584,344.00916,0.7646221
frame_000001,1,27.680405,321.259,248.15457,642.7748,0.9756085
frame_000001,0,1004.65924,197.35504,1059.9591,363.2904,0.9616129
frame_000001,0,1213.504,197.12985,1263.6202,342.6196,0.8235268
frame_000001,0,928.8538,207.5151,1005.48926,416.65417,0.8085574
frame_000001,0,11.154512,196.71492,73.08631,344.0097,0.7636995
frame_000002,1,27.683987,321.25052,248.17886,642.78516,0.9755372
frame_000002,0,1004.6669,197.36966,1059.9569,363.2586,0.96190906
frame_000002,0,1213.5172,197.14474,1263.7721,342.8201,0.82388926
frame_000002,0,928.9095,207.78262,1005.431,416.32022,0.8061616
frame_000002,0,11.154469,196.71536,73.08549,344.0096,0.7638928
frame_000003,1,27.630976,321.328,248.28195,642.72894,0.9759747
frame_000003,0,1003.95667,199.84235,1059.916,360.39542,0.9670232
frame_000003,0,1213.4789,197.16243,1263.7448,342.54962,0.8289247
frame_000003,0,929.06323,207.91043,1005.75415,417.80725,0.8026541
frame_000003,0,10.709825,196.9156,72.60034,344.27484,0.78672093
frame_000004,1,27.65329,321.18372,248.51712,642.7624,0.9762231
frame_000004,0,1003.6531,198.53734,1061.6375,360.56668,0.9622283
frame_000004,0,1213.5216,197.26122,1263.7506,342.6078,0.8268734
frame_000004,0,929.2085,208.95514,1005.9557,418.68573,0.8029244
frame_000004,0,10.988786,196.51721,73.714676,344.40976,0.76984185
frame_000005,1,25.857265,312.3689,240.95444,639.4331,0.98225844
frame_000005,0,1003.95795,199.76797,1059.8572,359.63455,0.96679884
frame_000005,0,1213.0143,196.71954,1262.9706,342.67902,0.83955413
frame_000005,0,929.27264,208.8566,1005.9384,419.34625,0.7966363
frame_000006,1,25.831045,311.82547,241.19409,639.51715,0.9815476
frame_000006,0,1003.90015,199.84615,1059.6604,359.46152,0.9646462
frame_000006,0,1213.1017,196.7575,1262.94,342.63763,0.8386433
frame_000006,0,929.637,208.8367,1005.9813,418.3271,0.78020006
frame_000007,1,24.023752,315.6748,235.73404,634.11005,0.97373664
frame_000007,0,1003.75214,199.98499,1059.5471,360.0283,0.9627206
frame_000007,0,1212.9675,197.16962,1262.7852,340.63342,0.8237253
frame_000007,0,929.11646,208.62364,1005.93256,419.5464,0.8083216
frame_000007,0,8.691866,199.22292,62.46493,337.7708,0.762312
frame_000008,1,26.076271,313.12534,243.35292,637.48596,0.98159224
frame_000008,0,1004.01105,199.88284,1059.5814,360.68674,0.965958
frame_000008,0,1212.7925,196.8115,1263.0316,341.94284,0.82137406
frame_000008,0,929.7533,208.27766,1005.4636,418.1683,0.77982956
frame_000008,0,8.04048,198.6654,64.771645,342.67273,0.77250224
frame_000009,1,23.962141,312.65158,241.42896,637.66833,0.9820201
frame_000009,0,1003.8674,199.70085,1059.3188,360.87747,0.96605945
frame_000009,0,10.79347,200.24113,68.85121,343.45343,0.8454992
frame_000009,0,1212.5485,196.83986,1262.2872,340.8305,0.8331849
frame_000009,0,929.6012,208.5918,1004.95685,416.84726,0.7993133
frame_000010,1,25.239973,314.3505,238.13254,635.2211,0.9803525
frame_000010,0,1003.6839,199.8375,1059.6263,360.70886,0.9706942
frame_000010,0,1212.6295,197.04755,1262.0297,339.2559,0.85796934
frame_000010,0,11.416147,201.16115,61.972004,341.0459,0.8551566
frame_000010,0,929.0663,208.68095,1004.8371,417.44748,0.8153532
frame_000010,0,51.461044,192.7893,105.79523,335.89886,0.76997924
frame_000011,1,25.266361,314.3112,238.19817,635.1807,0.9797376
frame_000011,0,1003.72235,199.79666,1059.5166,360.54407,0.97062945
frame_000011,0,1212.5889,196.98439,1261.9662,339.05518,0.86072385
frame_000011,0,11.502723,201.10364,62.27178,341.2367,0.85025096
frame_000011,0,929.1246,208.66383,1004.9861,417.69913,0.8133283
frame_000011,0,51.287918,192.41502,105.629166,336.21298,0.77555656
frame_000012,0,1003.40283,200.1834,1059.496,360.77167,0.96619415
frame_000012,1,24.922644,313.4147,234.76622,632.2052,0.96503943
frame_000012,0,1210.8821,197.64502,1262.0918,335.14572,0.87270063
frame_000012,0,7.814013,200.12814,64.574036,342.07034,0.836442
frame_000012,0,929.18726,209.11626,1004.64813,416.8747,0.79521155
frame_000012,0,52.125275,193.98988,106.05464,336.77737,0.71442586
frame_000013,1,24.800922,313.95474,235.08931,633.97205,0.97146827
frame_000013,0,1003.23975,201.79358,1057.8947,361.56656,0.9607627
frame_000013,0,6.2902694,202.14903,63.584263,343.62622,0.8871667
frame_000013,0,1211.573,197.49406,1261.6248,334.249,0.8724934
frame_000013,0,929.188,209.1448,1004.4035,416.65683,0.83807325
frame_000013,0,52.103523,194.01973,106.46221,336.69385,0.7705385
frame_000014,1,22.613188,317.6184,228.36777,633.646,0.9663182
frame_000014,0,1002.0879,200.26881,1059.2334,359.59564,0.95641285
frame_000014,0,6.1406918,202.12592,62.72671,344.1997,0.91282374
frame_000014,0,1210.6416,197.71497,1261.5857,335.2977,0.865921
frame_000014,0,929.5058,211.19987,998.5506,360.54575,0.7982517
frame_000014,0,52.041096,194.29713,107.09326,336.70187,0.74842274
frame_000015,0,1001.84955,202.91255,1058.2395,359.3258,0.9431901
frame_000015,1,20.822994,312.15924,224.3592,631.4492,0.89542574
frame_000015,0,5.113946,204.74263,63.788464,343.11246,0.8808104
frame_000015,0,1211.378,198.0024,1261.3541,334.82413,0.86480725
frame_000015,0,52.40641,192.35172,106.90907,339.1202,0.7688056
frame_000015,0,929.56287,209.82683,996.79974,363.28546,0.7390909
frame_000016,0,1001.7974,201.20502,1059.4343,358.84448,0.94686365
frame_000016,1,20.61837,312.8048,224.46162,631.4348,0.9008478
frame_000016,0,5.0678263,204.68037,63.145947,342.95355,0.89739
frame_000016,0,1211.3444,198.02237,1261.2871,334.862,0.8685044
frame_000016,0,52.036884,190.81477,106.75319,337.4931,0.7581573
frame_000016,0,929.69226,209.74988,996.6395,361.75085,0.74826735
frame_000017,0,1000.97736,203.2348,1058.48,359.47263,0.9429008
frame_000017,1,19.861523,319.52762,226.72841,631.1772,0.9268379
frame_000017,0,6.1285233,203.41418,62.762375,342.64566,0.9216863
frame_000017,0,1211.2795,197.95755,1261.2212,336.45206,0.8750875
frame_000017,0,50.392612,192.91972,106.90985,340.83524,0.82766074
frame_000017,0,929.2925,211.98598,997.55615,360.16238,0.7451949
frame_000018,1,18.187382,319.92816,224.13127,630.75275,0.94162613
frame_000018,0,1000.17914,203.69124,1058.2014,359.44016,0.91526115
frame_000018,0,6.242423,206.19753,59.817368,341.96884,0.90695745
frame_000018,0,1210.5769,198.14757,1261.4076,335.60742,0.8714677
frame_000018,0,49.47508,194.13467,107.58742,338.37524,0.78070974
frame_000018,0,929.7724,212.19017,997.99457,359.20016,0.7266485
frame_000018,0,102.21109,201.23914,169.90863,350.7957,0.7018403
frame_000019,1,18.425816,320.01062,224.03317,630.6179,0.9401403
frame_000019,0,1000.1626,203.71062,1058.3849,359.26355,0.9114115
frame_000019,0,6.1961975,206.02103,59.819473,341.97937,0.903429
frame_000019,0,1211.4127,198.12433,1261.3844,335.54007,0.87027395
frame_000019,0,51.808723,191.29196,106.47441,338.01553,0.7897271
frame_000019,0,929.5675,210.31808,996.38104,358.08014,0.7746854
frame_000019,0,102.40095,201.23486,169.91066,350.82767,0.7067369
frame_000020,0,5.8145103,207.64774,58.634716,338.53006,0.9079756
frame_000020,1,18.062172,322.92465,221.81091,628.9972,0.9078756
frame_000020,0,999.59247,203.38307,1059.5891,357.9411,0.88410264
frame_000020,0,1210.5391,198.1994,1261.7595,336.86148,0.85628927
frame_000020,0,51.27069,190.45651,106.700615,338.19714,0.79992664
frame_000020,0,104.25307,201.4546,169.75786,351.9324,0.7635892
frame_000021,0,998.1781,203.95067,1059.685,357.44727,0.886007
frame_000021,1,17.271809,333.73413,218.02612,627.4444,0.8857733
frame_000021,0,5.2486405,206.41582,58.90079,338.0424,0.8827676
frame_000021,0,1210.6871,198.27052,1261.8793,336.6183,0.8545587
frame_000021,0,100.4794,195.90636,165.95595,352.65628,0.8093851
frame_000021,0,51.492508,191.79012,107.4412,337.37674,0.805199
frame_000022,1,16.403006,327.34485,213.0712,629.19006,0.9354126
frame_000022,0,985.7978,200.57097,1064.1185,362.69403,0.9119789
frame_000022,0,5.554005,207.79083,58.310665,337.49228,0.90443486
frame_000022,0,1212.3381,197.09348,1261.6436,342.79745,0.8482028
frame_000022,0,49.45857,195.38388,107.5058,337.214,0.8115022
frame_000022,0,103.24007,202.17456,169.06676,344.17432,0.7009336
frame_000023,1,16.385136,327.50122,213.07013,629.22687,0.93619746
frame_000023,0,985.7728,200.56589,1064.0636,362.80438,0.9148907
frame_000023,0,5.592062,207.66171,58.305565,337.47113,0.90489435
frame_000023,0,1212.3918,197.12485,1261.6885,342.45355,0.8464105
frame_000023,0,49.326714,194.88416,107.27296,337.38333,0.8270643
frame_000024,1,14.943905,346.17355,212.33435,627.3667,0.93723655
frame_000024,0,987.9813,202.93549,1063.2656,361.71902,0.89813906
frame_000024,0,5.8173127,208.27696,58.80672,336.7228,0.8769068
frame_000024,0,1212.2443,197.61238,1262.3683,343.8445,0.83304095
frame_000024,0,50.098724,198.3996,107.31733,335.0181,0.7811803
frame_000025,1,13.207536,352.2756,210.05495,627.24756,0.96469295
frame_000025,0,990.2763,203.90591,1060.6595,366.44797,0.92157674
frame_000025,0,5.083777,207.7952,59.20076,337.20428,0.8624729
frame_000025,0,49.81118,197.98972,107.631325,334.93958,0.81363094
frame_000025,0,1212.7078,197.5718,1263.3318,346.54117,0.8118744
frame_000025,0,928.6087,210.50099,997.90344,351.93253,0.80574095
frame_000025,0,111.21175,203.76222,164.25029,335.44318,0.79441094
frame_000026,1,12.658338,351.70255,209.95845,623.7771,0.9429647
frame_000026,0,988.53564,203.1035,1065.2634,361.0781,0.94270664
frame_000026,0,110.48769,204.39365,164.62996,331.71674,0.8494138
frame_000026,0,1213.2052,197.5754,1263.9017,347.75253,0.82730114
frame_000026,0,4.6266646,205.73659,59.553417,336.02344,0.804976
frame_000026,0,930.0188,211.28482,996.5639,346.3304,0.736233
frame_000026,0,51.065876,207.07283,110.88606,330.85764,0.7180867
frame_000027,0,992.2812,202.80264,1065.3553,363.60104,0.9453172
frame_000027,1,14.488634,349.03204,208.65573,624.6523,0.922118
frame_000027,0,111.63894,205.71579,164.6055,329.53302,0.8559716
frame_000027,0,1213.8995,198.17105,1264.6704,341.08023,0.83009404
frame_000027,0,928.2303,210.67021,999.07153,352.6076,0.8290351
frame_000027,0,51.610237,194.31154,108.780914,337.69336,0.77388304
frame_000027,0,6.7294316,199.34908,61.313194,337.32846,0.7418665
frame_000028,0,992.3413,202.77103,1065.2522,363.5636,0.9464291
frame_000028,1,14.602122,349.00333,208.60876,624.7447,0.9267294
frame_000028,0,107.9521,208.66835,165.46439,327.12375,0.8433875
frame_000028,0,928.2889,210.72435,999.03625,352.60092,0.83174
frame_000028,0,1213.902,198.17538,1264.6603,341.04242,0.83043844
frame_000028,0,51.752598,194.35115,108.73589,337.61432,0.78170013
frame_000028,0,6.7756367,199.44022,61.300125,337.16513,0.7492511
frame_000029,0,985.55524,203.20004,1063.3956,361.6162,0.945996
frame_000029,1,17.710924,343.17435,204.24597,623.25586,0.92574245
frame_000029,0,107.30957,208.31688,165.88438,325.91675,0.8402815
frame_000029,0,929.2844,210.7408,998.93756,351.7053,0.83159614
frame_000029,0,1215.2246,198.2378,1267.4386,339.3535,0.80877936
frame_000029,0,50.267185,197.20268,109.05852,333.21057,0.77325
frame_000029,0,10.287652,199.24554,62.800053,335.64572,0.7170744
frame_000030,0,985.42834,202.99901,1062.3943,362.7168,0.94900745
frame_000030,1,17.555817,344.42725,202.00139,623.0156,0.90555835
frame_000030,0,107.30938,208.18585,166.4958,325.205,0.85802585
frame_000030,0,1215.8271,197.18587,1268.6726,341.04855,0.83658504
frame_000030,0,930.103,211.35463,996.36584,345.48022,0.75496143
frame_000030,0,17.277172,202.18175,66.39902,333.7991,0.7408271
frame_000030,0,50.236046,194.3867,111.44908,329.9046,0.73312974
frame_000031,0,986.49347,202.86063,1062.5404,362.6738,0.94891214
frame_000031,1,18.762865,345.04108,199.1329,622.5502,0.94442344
frame_000031,0,1217.2815,197.59706,1269.6481,341.08725,0.85142606
frame_000031,0,107.273926,208.06134,166.67354,325.81686,0.8381137
frame_000031,0,51.09866,193.39386,111.54322,329.62933,0.76512504
frame_000031,0,930.676,211.31857,996.30475,345.81772,0.7603552
frame_000031,0,16.544472,202.74771,66.365585,334.9706,0.72214997
frame_000031,0,1179.033,211.25049,1228.0096,335.39337,0.70417964
frame_000032,0,987.11017,201.60529,1062.3485,362.08383,0.94152826
frame_000032,1,21.663042,331.21136,198.88304,623.4989,0.899465
frame_000032,0,1218.2493,197.23291,1269.7656,336.49112,0.86721903
frame_000032,0,17.207241,202.77705,67.88843,334.36655,0.7775802
frame_000032,0,932.50824,210.2913,999.48016,345.76718,0.7691037
frame_000032,0,106.40329,207.89104,167.00499,325.2519,0.73706126
frame_000032,0,1180.4119,211.20091,1228.5488,333.63754,0.70349747
frame_000033,0,992.18866,205.5525,1060.4921,364.02756,0.9093142
frame_000033,1,27.565275,328.74292,199.08629,626.72125,0.89011145
frame_000033,0,1219.2166,196.3891,1270.6843,333.91916,0.88777655
frame_000033,0,932.79926,210.58398,999.85114,346.06494,0.8111156
frame_000033,0,102.26555,199.9394,165.69951,339.1791,0.80504733
frame_000034,0,988.5893,201.86116,1061.2224,362.18948,0.92766035
frame_000034,0,1220.7839,197.06726,1271.3837,330.69962,0.8983442
frame_000034,1,30.116236,330.93732,198.70802,626.9048,0.8592601
frame_000034,0,935.1102,211.31406,997.4293,350.58636,0.8223856
frame_000034,0,756.46204,212.33815,844.79614,463.84042,0.81955665
frame_000034,0,101.257225,198.22406,166.22429,346.59177,0.8001635
frame_000035,0,991.1608,201.3426,1057.2892,367.97604,0.92825913
frame_000035,1,28.04163,331.67938,199.42001,630.9937,0.91682816
frame_000035,0,1221.7799,197.57288,1271.4482,326.99713,0.90692586
frame_000035,0,935.00397,210.43166,1002.385,345.91174,0.80175364
frame_000035,0,54.866573,193.60625,116.99107,330.34155,0.72155166
frame_000036,0,991.3657,201.443,1057.6514,367.80157,0.92921674
frame_000036,1,33.305923,317.06015,198.34285,627.1698,0.9166459
frame_000036,0,1221.7948,197.30594,1271.3394,326.34512,0.9072721
frame_000036,0,935.2638,210.44086,1001.92145,345.72296,0.818517
frame_000036,0,60.77887,192.64905,116.08693,333.01828,0.72396266
frame_000037,0,991.0316,200.58372,1059.7449,360.4938,0.93598205
